name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,class_mapping
GDS4226,Programmed Death-1-expressing CD8 T cells in healthy adult peripheral blood,"Analysis of PD-1hi, PD-1lo, and naive CD8+CD3+ T cells FACS-sorted from peripheral blood of healthy adults. PD-1, a member of the CD28 family of immune modulators, is highly expressed on chronic virus-specific CD8 T cells. Results provide insight into PD-1-expressing CD8 T cells in healthy adults.",21383243,GPL570,in situ oligonucleotide,54675,1,16,transformed count,GSE26495,none,data/GEO_v2/datasets/GDS4226.csv,958,cell type,3,"{'PD-1 high CD8+CD3+ T cells': 6, 'PD-1 low CD8+CD3+ T cells': 6, 'Naive CD8+CD3+ T cells': 4}","{'PD-1 high CD8+CD3+ T cells': 0, 'PD-1 low CD8+CD3+ T cells': 0, 'Naive CD8+CD3+ T cells': 1}"
GDS4957,FOXA1 overexpression effect on prostate cancer cell line,Analysis of LNCaP prostate cancer cells overexpressing FOXA1. FOXA1 is a key member of the androgen receptor (AR) transcription factor complex. Results provide insight into the role of FOXA1 in prostate cancer.,24292680,GPL10558,oligonucleotide beads,48107,1,12,transformed count,GSE49153,none,data/GEO_v2/datasets/GDS4957.csv,965,protocol,2,"{'GFP control': 6, 'FOXA1 overexpression': 6}","{'GFP control': 0, 'FOXA1 overexpression': 1}"
GDS4252,Cystic fibrosis bronchial epithelial cells exposure to Pseudomonas aeruginosa PA01 biofilms,Analysis of cystic fibrosis (CF) bronchial epithelial CFBE41o- cells exposed to Pseudomonas aeruginosa PA01 biofilms. Cells overexpressing 508del-CFTR and cells rescued with wild type CFTR were examined. CFTR mutations enhance the inflammatory response in the lung to PA01 infection.,22821996,GPL570,in situ oligonucleotide,54675,1,16,transformed count,GSE30439,none,data/GEO_v2/datasets/GDS4252.csv,958,genotype/variation,2,"{'CFTR  mutant': 8, 'CFTR wild type': 8}","{'CFTR  mutant': 0, 'CFTR wild type': 1}"
GDS4252,Cystic fibrosis bronchial epithelial cells exposure to Pseudomonas aeruginosa PA01 biofilms,Analysis of cystic fibrosis (CF) bronchial epithelial CFBE41o- cells exposed to Pseudomonas aeruginosa PA01 biofilms. Cells overexpressing 508del-CFTR and cells rescued with wild type CFTR were examined. CFTR mutations enhance the inflammatory response in the lung to PA01 infection.,22821996,GPL570,in situ oligonucleotide,54675,1,16,transformed count,GSE30439,none,data/GEO_v2/datasets/GDS4252.csv,958,agent,2,"{'PA01': 8, 'unexposed': 8}","{'PA01': 0, 'unexposed': 1}"
GDS3806,Atopic dermatitis,"Analysis of non-lesional epidermal samples from individuals with atopic dermatitis (AD).  AD is characterized by dry eczematous skin lesions, a relapsing and often chronic course, and an intense intractable pruritus. Results provide insight into the molecular pathogenesis of AD.",21163515,GPL2700,oligonucleotide beads,24354,1,16,transformed count,GSE26952,none,data/GEO_v2/datasets/GDS3806.csv,952,disease state,3,"{'non-atopic control': 7, 'atopic dermatitis': 5, 'psoriasis': 4}","{'non-atopic control': 0, 'atopic dermatitis': 1, 'psoriasis': 1}"
GDS4852,Human polyomavirus JC virus (JCV) infection of clonal immortalized glial SVG cells,"Analysis of fetal glial cell line SVG-derived clones 10B1 and 5F4 following infection with JCV. Clone SVG-5F4 shows low levels of viral growth, whereas clone SVG-10B1 is highly permissive to JCV infection. Results provide insight into cell type differences in JCV host range and pathogenesis.",24052414,GPL6244,in situ oligonucleotide,33297,1,13,transformed count,GSE45639,none,data/GEO_v2/datasets/GDS4852.csv,959,cell line,2,"{'SVG 5F4 clone': 7, 'SVG 10B1 clone': 6}","{'SVG 5F4 clone': 0, 'SVG 10B1 clone': 1}"
GDS4852,Human polyomavirus JC virus (JCV) infection of clonal immortalized glial SVG cells,"Analysis of fetal glial cell line SVG-derived clones 10B1 and 5F4 following infection with JCV. Clone SVG-5F4 shows low levels of viral growth, whereas clone SVG-10B1 is highly permissive to JCV infection. Results provide insight into cell type differences in JCV host range and pathogenesis.",24052414,GPL6244,in situ oligonucleotide,33297,1,13,transformed count,GSE45639,none,data/GEO_v2/datasets/GDS4852.csv,959,infection,2,"{'JCV Mad-4 Strain': 7, 'mock': 6}","{'JCV Mad-4 Strain': 0, 'mock': 1}"
GDS2759,Hypoxia and 2-oxoglutrate-dependent dioxygenase inhibition (Human-6 BeadChip),Analysis of MCF-7 breast cancer cells exposed to hypoxia or treated with the non-specific 2-oxoglutarate (2-OG) dependent dioxygenase inhibitor dimethyloxalylglycine. Results provide insight into the role of 2-OG dioxygenases in the regulation of gene expression during hypoxia.,16565084,GPL2507,oligonucleotide beads,47293,1,6,transformed count,GSE3188,none,data/GEO_v2/datasets/GDS2759.csv,952,protocol,3,"{'normoxia': 2, 'hypoxia': 2, 'dimethyloxalylglycine': 2}","{'normoxia': 0, 'hypoxia': 0, 'dimethyloxalylglycine': 1}"
GDS2759,Hypoxia and 2-oxoglutrate-dependent dioxygenase inhibition (Human-6 BeadChip),Analysis of MCF-7 breast cancer cells exposed to hypoxia or treated with the non-specific 2-oxoglutarate (2-OG) dependent dioxygenase inhibitor dimethyloxalylglycine. Results provide insight into the role of 2-OG dioxygenases in the regulation of gene expression during hypoxia.,16565084,GPL2507,oligonucleotide beads,47293,1,6,transformed count,GSE3188,none,data/GEO_v2/datasets/GDS2759.csv,952,protocol,3,"{'normoxia': 2, 'hypoxia': 2, 'dimethyloxalylglycine': 2}","{'normoxia': 0, 'hypoxia': 1, 'dimethyloxalylglycine': 0}"
GDS2759,Hypoxia and 2-oxoglutrate-dependent dioxygenase inhibition (Human-6 BeadChip),Analysis of MCF-7 breast cancer cells exposed to hypoxia or treated with the non-specific 2-oxoglutarate (2-OG) dependent dioxygenase inhibitor dimethyloxalylglycine. Results provide insight into the role of 2-OG dioxygenases in the regulation of gene expression during hypoxia.,16565084,GPL2507,oligonucleotide beads,47293,1,6,transformed count,GSE3188,none,data/GEO_v2/datasets/GDS2759.csv,952,protocol,3,"{'normoxia': 2, 'hypoxia': 2, 'dimethyloxalylglycine': 2}","{'normoxia': 1, 'hypoxia': 0, 'dimethyloxalylglycine': 0}"
GDS2014,Ulcerative colitis,"Expression profiling of colonic mucosa from patients with ulcerative colitis, a chronic inflammatory bowel disease of the colon. Colonic mucosa from patients with irritable bowel syndrome used as controls. Biopsies obtained during colonoscopy from region with macroscopically normal appearing mucosa.",,GPL96,in situ oligonucleotide,22283,1,8,transformed count,GSE2461,none,data/GEO_v2/datasets/GDS2014.csv,958,disease state,2,"{'irritable bowel syndrome': 5, 'ulcerative colitis': 3}","{'irritable bowel syndrome': 0, 'ulcerative colitis': 1}"
GDS2014,Ulcerative colitis,"Expression profiling of colonic mucosa from patients with ulcerative colitis, a chronic inflammatory bowel disease of the colon. Colonic mucosa from patients with irritable bowel syndrome used as controls. Biopsies obtained during colonoscopy from region with macroscopically normal appearing mucosa.",,GPL96,in situ oligonucleotide,22283,1,8,transformed count,GSE2461,none,data/GEO_v2/datasets/GDS2014.csv,958,gender,2,"{'female': 5, 'male': 3}","{'female': 0, 'male': 1}"
GDS2430,Monocyte differentiation to macrophage and subsequent polarization (HG-U133B),"Analysis of monocytes (MCs) treated with M-CSF to induce differentiation into macrophages (MPs), and mature MPs treated with either IFN-gamma and LPS or IL-4 to induce polarization to M1 or M2 cells, respectively. Results provide insight into MC to MP differentiation and polarized activation.","['17082649', '20530259']",GPL97,in situ oligonucleotide,22645,1,15,transformed count,GSE5099,ordered,data/GEO_v2/datasets/GDS2430.csv,288,development stage,5,"{'monocyte': 3, 'monocyte at intermediate differentiation stage': 3, 'macrophage': 3, 'M1 macrophage': 3, 'M2 macrophage': 3}","{'monocyte': 1, 'monocyte at intermediate differentiation stage': 1, 'macrophage': 0, 'M1 macrophage': 0, 'M2 macrophage': 0}"
GDS3679,Morbid obesity: subcutaneous and omental adipose tissues,Analysis of SC and OM adipose tissue collected from morbidly obese patients.  Patients grouped as Low or High Acylation Stimulating protein (ASP) and Triglyceride (TG). ASP is associated with various metabolic disorders. Results provide insight into molecular basis of the two ASP-TG lipemic indices.,20105310,GPL4044,spotted oligonucleotide,20469,1,28,transformed count,GSE15524,none,data/GEO_v2/datasets/GDS3679.csv,928,disease state,2,"{'obese': 21, 'control': 7}","{'obese': 0, 'control': 1}"
GDS3679,Morbid obesity: subcutaneous and omental adipose tissues,Analysis of SC and OM adipose tissue collected from morbidly obese patients.  Patients grouped as Low or High Acylation Stimulating protein (ASP) and Triglyceride (TG). ASP is associated with various metabolic disorders. Results provide insight into molecular basis of the two ASP-TG lipemic indices.,20105310,GPL4044,spotted oligonucleotide,20469,1,28,transformed count,GSE15524,none,data/GEO_v2/datasets/GDS3679.csv,928,tissue,2,"{'omental adipose': 14, 'subcutaneous adipose': 14}","{'omental adipose': 0, 'subcutaneous adipose': 1}"
GDS5208,Dexamethasone effect on epidermal keratinocytes in vitro: time course,Analysis of cultured epidermal keratinocytes treated with the synthetic glucocorticoid (GC) dexamethasone for up to 72 hours. GCs are used as therapeutic agents for skin conditions. Results provide insight into the molecular response of the epidermis to GCs.,17095510,GPL8300,in situ oligonucleotide,12625,1,20,transformed count,GSE26487,none,data/GEO_v2/datasets/GDS5208.csv,827,agent,2,"{'control': 10, 'dexamethasone': 10}","{'control': 0, 'dexamethasone': 1}"
GDS3274,Chromophobe renal cell carcinoma and oncocytoma,Comparison of chromophobe renal cell carcinoma (RCC) and benign oncocytoma tumor samples. Malignant chromophobe RCC and benign oncocytoma share  morphologic features. Results provide insight into the molecular differences between the two types of tumors.,17145811,GPL570,in situ oligonucleotide,54675,1,18,transformed count,GSE12090,none,data/GEO_v2/datasets/GDS3274.csv,958,disease state,2,"{'oncocytoma': 9, 'chromophobe renal cell carcinoma': 9}","{'oncocytoma': 0, 'chromophobe renal cell carcinoma': 1}"
GDS3554,Monocytes and macrophages (Affymetrix),Comparison of monocytes and macrophages. Samples obtained from patients with acute coronary syndrome. Results compared to the performance of Illumina arrays (GDS3555).  The result from two-color arrays (GDS3553) was used as a reference for the Illumina and Affymetrix arrays.,18578872,GPL570,in situ oligonucleotide,54675,1,10,transformed count,GSE11430,none,data/GEO_v2/datasets/GDS3554.csv,958,cell type,2,"{'monocyte': 5, 'macrophage': 5}","{'monocyte': 0, 'macrophage': 1}"
GDS2516,Interferons effect on endothelial cells,"Analysis of endothelial cells treated with interferon (IFN) alpha, beta, or gamma for 5 hours.  The effect of IFNs on fibroblasts was also examined.  Results provide insight into the molecular basis of the antiangiogenic activity exhibited by IFNs.","['17202376', '19553003']",GPL96,in situ oligonucleotide,22283,1,23,transformed count,GSE3920,none,data/GEO_v2/datasets/GDS2516.csv,958,agent,4,"{'control': 8, 'interferon alpha': 8, 'interferon gamma': 5, 'interferon beta': 2}","{'control': 0, 'interferon alpha': 1, 'interferon gamma': 1, 'interferon beta': 1}"
GDS2516,Interferons effect on endothelial cells,"Analysis of endothelial cells treated with interferon (IFN) alpha, beta, or gamma for 5 hours.  The effect of IFNs on fibroblasts was also examined.  Results provide insight into the molecular basis of the antiangiogenic activity exhibited by IFNs.","['17202376', '19553003']",GPL96,in situ oligonucleotide,22283,1,23,transformed count,GSE3920,none,data/GEO_v2/datasets/GDS2516.csv,958,cell type,2,"{'endothelial cells': 15, 'fibroblasts': 8}","{'endothelial cells': 0, 'fibroblasts': 1}"
GDS4349,E-cadherin/CDH1 intron2 protein isoform overexpression in Mkn28 gastric tubular adenocarcinoma cell line,Analysis of MKN28 cell line (E-cadherin positive) overexpressing E-cadherin isoform CDH1a. CDH1a overexpression promotes mild MKN28 aggregation and increases invasion. Results provide insight into role of CDH1a as a negative modulator of canonical E-cadherin function in cancer cells.,22752307,GPL570,in situ oligonucleotide,54675,1,9,transformed count,GSE32540,none,data/GEO_v2/datasets/GDS4349.csv,958,genotype/variation,3,"{'CDH1a isoform': 3, 'empty vector control': 3, 'CDH1 wild type': 3}","{'CDH1a isoform': 0, 'empty vector control': 0, 'CDH1 wild type': 1}"
GDS4349,E-cadherin/CDH1 intron2 protein isoform overexpression in Mkn28 gastric tubular adenocarcinoma cell line,Analysis of MKN28 cell line (E-cadherin positive) overexpressing E-cadherin isoform CDH1a. CDH1a overexpression promotes mild MKN28 aggregation and increases invasion. Results provide insight into role of CDH1a as a negative modulator of canonical E-cadherin function in cancer cells.,22752307,GPL570,in situ oligonucleotide,54675,1,9,transformed count,GSE32540,none,data/GEO_v2/datasets/GDS4349.csv,958,genotype/variation,3,"{'CDH1a isoform': 3, 'empty vector control': 3, 'CDH1 wild type': 3}","{'CDH1a isoform': 0, 'empty vector control': 1, 'CDH1 wild type': 0}"
GDS4349,E-cadherin/CDH1 intron2 protein isoform overexpression in Mkn28 gastric tubular adenocarcinoma cell line,Analysis of MKN28 cell line (E-cadherin positive) overexpressing E-cadherin isoform CDH1a. CDH1a overexpression promotes mild MKN28 aggregation and increases invasion. Results provide insight into role of CDH1a as a negative modulator of canonical E-cadherin function in cancer cells.,22752307,GPL570,in situ oligonucleotide,54675,1,9,transformed count,GSE32540,none,data/GEO_v2/datasets/GDS4349.csv,958,genotype/variation,3,"{'CDH1a isoform': 3, 'empty vector control': 3, 'CDH1 wild type': 3}","{'CDH1a isoform': 1, 'empty vector control': 0, 'CDH1 wild type': 0}"
GDS5097,Salmonella type III secretion effector SteA effect on epithelial cells,Analysis of HeLa epithelial cells stably-transfected with a SteA-3xFLAG fusion construct. Salmonella effector SteA is a substrate for both type III secretion systems which are essential for virulence. Results provide insight into the role of SteA during infections.,24858684,GPL6244,in situ oligonucleotide,33297,1,9,transformed count,GSE51043,none,data/GEO_v2/datasets/GDS5097.csv,959,protocol,2,"{'steA transfected': 6, 'control': 3}","{'steA transfected': 0, 'control': 1}"
GDS2046,Ductal carcinoma in situ to invasive ductal carcinoma progression (HG-U133 2.0),Analysis of preinvasive ductal carcinoma in situ (DCIS) and invasive ductal carcinoma (IDC) tumors. Pairs of patient-matched DCIS and IDC tumor specimens analyzed. Results provide insight into the mechanisms underlying the progression of DCIS to IDC.,16707453,GPL570,in situ oligonucleotide,54675,1,14,transformed count,GSE3893,none,data/GEO_v2/datasets/GDS2046.csv,958,disease state,2,"{'DCIS': 7, 'IDC': 7}","{'DCIS': 0, 'IDC': 1}"
GDS3678,Saturated fatty acid rich diet effect on risk of metabolic syndrome: adipose tissue,"Analysis of adipose tissue from moderately overweight subjects who consumed a saturated fat (SFA)-rich diet for 2 weeks, followed by SFA or monounsaturated (MUFA)-rich intervention diets for 8 weeks. Results provide insight into role of dietary fat on the risk of developing metabolic syndrome.",19828712,GPL7020,in situ oligonucleotide,23941,1,40,transformed count,GSE14954,none,data/GEO_v2/datasets/GDS3678.csv,867,protocol,2,"{'saturated fatty acid rich diet': 20, 'monounsaturated fatty acid rich diet': 20}","{'saturated fatty acid rich diet': 0, 'monounsaturated fatty acid rich diet': 1}"
GDS3678,Saturated fatty acid rich diet effect on risk of metabolic syndrome: adipose tissue,"Analysis of adipose tissue from moderately overweight subjects who consumed a saturated fat (SFA)-rich diet for 2 weeks, followed by SFA or monounsaturated (MUFA)-rich intervention diets for 8 weeks. Results provide insight into role of dietary fat on the risk of developing metabolic syndrome.",19828712,GPL7020,in situ oligonucleotide,23941,1,40,transformed count,GSE14954,none,data/GEO_v2/datasets/GDS3678.csv,867,time,2,"{'control': 20, '8 weeks': 20}","{'control': 0, '8 weeks': 1}"
GDS3678,Saturated fatty acid rich diet effect on risk of metabolic syndrome: adipose tissue,"Analysis of adipose tissue from moderately overweight subjects who consumed a saturated fat (SFA)-rich diet for 2 weeks, followed by SFA or monounsaturated (MUFA)-rich intervention diets for 8 weeks. Results provide insight into role of dietary fat on the risk of developing metabolic syndrome.",19828712,GPL7020,in situ oligonucleotide,23941,1,40,transformed count,GSE14954,none,data/GEO_v2/datasets/GDS3678.csv,867,gender,2,"{'female': 20, 'male': 20}","{'female': 0, 'male': 1}"
GDS6082,Sendai virus infection effect on monocytic cell line: dose response,Analysis of U937 monocytic cells infected at multiplicities of infection of 0.0002 and 0.02 with the Sendai virus. Results provide insight into the differences between the innate immune response of cells infected with a low and high concentration of virus.,26355085,GPL10558,oligonucleotide beads,48107,1,11,transformed count,GSE67198,none,data/GEO_v2/datasets/GDS6082.csv,919,infection,2,"{'Sendai virus infected': 7, 'uninfected': 4}","{'Sendai virus infected': 0, 'uninfected': 1}"
GDS4659,In vitro platelet RNA transfer model,Analysis of acute monocytic leukemia THP-1 cells activated with Pam3CSK4 and co-cultured for up to 24hr with platelet-like particles (PLPs) isolated from MEG-01 megakaryoblastic cells. Results provide insight into molecular basis of intercellular transfer of platelet RNA into other vascular cells.,22596260,GPL570,in situ oligonucleotide,54675,1,4,transformed count,GSE38027,none,data/GEO_v2/datasets/GDS4659.csv,958,protocol,4,"{'resting': 1, 'Pam3CSK4': 1, 'Pam3CSK4 + 12hr co-incubation with PLPs': 1, 'Pam3CSK4 + 24hr co-incubation with PLPs': 1}","{'resting': 0, 'Pam3CSK4': 0, 'Pam3CSK4 + 12hr co-incubation with PLPs': 1, 'Pam3CSK4 + 24hr co-incubation with PLPs': 1}"
GDS4659,In vitro platelet RNA transfer model,Analysis of acute monocytic leukemia THP-1 cells activated with Pam3CSK4 and co-cultured for up to 24hr with platelet-like particles (PLPs) isolated from MEG-01 megakaryoblastic cells. Results provide insight into molecular basis of intercellular transfer of platelet RNA into other vascular cells.,22596260,GPL570,in situ oligonucleotide,54675,1,4,transformed count,GSE38027,none,data/GEO_v2/datasets/GDS4659.csv,958,protocol,4,"{'resting': 1, 'Pam3CSK4': 1, 'Pam3CSK4 + 12hr co-incubation with PLPs': 1, 'Pam3CSK4 + 24hr co-incubation with PLPs': 1}","{'resting': 0, 'Pam3CSK4': 1, 'Pam3CSK4 + 12hr co-incubation with PLPs': 0, 'Pam3CSK4 + 24hr co-incubation with PLPs': 0}"
GDS4659,In vitro platelet RNA transfer model,Analysis of acute monocytic leukemia THP-1 cells activated with Pam3CSK4 and co-cultured for up to 24hr with platelet-like particles (PLPs) isolated from MEG-01 megakaryoblastic cells. Results provide insight into molecular basis of intercellular transfer of platelet RNA into other vascular cells.,22596260,GPL570,in situ oligonucleotide,54675,1,4,transformed count,GSE38027,none,data/GEO_v2/datasets/GDS4659.csv,958,protocol,4,"{'resting': 1, 'Pam3CSK4': 1, 'Pam3CSK4 + 12hr co-incubation with PLPs': 1, 'Pam3CSK4 + 24hr co-incubation with PLPs': 1}","{'resting': 1, 'Pam3CSK4': 0, 'Pam3CSK4 + 12hr co-incubation with PLPs': 0, 'Pam3CSK4 + 24hr co-incubation with PLPs': 0}"
GDS4987,Polycystic ovary syndrome: proliferative phase endometrial cell types,Analysis of FACS-sorted endometrial cell types from proliferative phase endometrial biopsies collected from overweight/obese women with PCOS. Results provide insight into the molecular mechanisms underlying an endometrial disease phenotype in women with PCOS.,23824412,GPL6244,in situ oligonucleotide,33297,1,29,transformed count,GSE48301,none,data/GEO_v2/datasets/GDS4987.csv,943,disease state,2,"{'control': 15, 'polycystic ovary syndrome': 14}","{'control': 0, 'polycystic ovary syndrome': 1}"
GDS4987,Polycystic ovary syndrome: proliferative phase endometrial cell types,Analysis of FACS-sorted endometrial cell types from proliferative phase endometrial biopsies collected from overweight/obese women with PCOS. Results provide insight into the molecular mechanisms underlying an endometrial disease phenotype in women with PCOS.,23824412,GPL6244,in situ oligonucleotide,33297,1,29,transformed count,GSE48301,none,data/GEO_v2/datasets/GDS4987.csv,943,cell type,4,"{'stromal cell': 8, 'endothelial cell': 7, 'epithelial cell': 7, 'mesenchymal cell': 7}","{'stromal cell': 0, 'endothelial cell': 0, 'epithelial cell': 0, 'mesenchymal cell': 1}"
GDS4987,Polycystic ovary syndrome: proliferative phase endometrial cell types,Analysis of FACS-sorted endometrial cell types from proliferative phase endometrial biopsies collected from overweight/obese women with PCOS. Results provide insight into the molecular mechanisms underlying an endometrial disease phenotype in women with PCOS.,23824412,GPL6244,in situ oligonucleotide,33297,1,29,transformed count,GSE48301,none,data/GEO_v2/datasets/GDS4987.csv,943,cell type,4,"{'stromal cell': 8, 'endothelial cell': 7, 'epithelial cell': 7, 'mesenchymal cell': 7}","{'stromal cell': 0, 'endothelial cell': 0, 'epithelial cell': 1, 'mesenchymal cell': 0}"
GDS4987,Polycystic ovary syndrome: proliferative phase endometrial cell types,Analysis of FACS-sorted endometrial cell types from proliferative phase endometrial biopsies collected from overweight/obese women with PCOS. Results provide insight into the molecular mechanisms underlying an endometrial disease phenotype in women with PCOS.,23824412,GPL6244,in situ oligonucleotide,33297,1,29,transformed count,GSE48301,none,data/GEO_v2/datasets/GDS4987.csv,943,cell type,4,"{'stromal cell': 8, 'endothelial cell': 7, 'epithelial cell': 7, 'mesenchymal cell': 7}","{'stromal cell': 0, 'endothelial cell': 1, 'epithelial cell': 0, 'mesenchymal cell': 0}"
GDS4987,Polycystic ovary syndrome: proliferative phase endometrial cell types,Analysis of FACS-sorted endometrial cell types from proliferative phase endometrial biopsies collected from overweight/obese women with PCOS. Results provide insight into the molecular mechanisms underlying an endometrial disease phenotype in women with PCOS.,23824412,GPL6244,in situ oligonucleotide,33297,1,29,transformed count,GSE48301,none,data/GEO_v2/datasets/GDS4987.csv,943,cell type,4,"{'stromal cell': 8, 'endothelial cell': 7, 'epithelial cell': 7, 'mesenchymal cell': 7}","{'stromal cell': 1, 'endothelial cell': 0, 'epithelial cell': 0, 'mesenchymal cell': 0}"
GDS711,Juvenile rheumatoid arthritis expression profiles in mononuclear cells,"Examination of peripheral blood and synovial fluid mononuclear cells in pauciarticular and polyarticular rheumatoid arthritis, and in juvenile spondyloarthropathy.  Results identify disease subtypes and provide insight into disease mechanisms.",15150433,GPL8300,in situ oligonucleotide,12625,1,57,transformed count,GSE1402,none,data/GEO_v2/datasets/GDS711.csv,827,cell type,2,"{'peripheral blood mononuclear': 37, 'synovial fluid mononuclear': 20}","{'peripheral blood mononuclear': 0, 'synovial fluid mononuclear': 1}"
GDS711,Juvenile rheumatoid arthritis expression profiles in mononuclear cells,"Examination of peripheral blood and synovial fluid mononuclear cells in pauciarticular and polyarticular rheumatoid arthritis, and in juvenile spondyloarthropathy.  Results identify disease subtypes and provide insight into disease mechanisms.",15150433,GPL8300,in situ oligonucleotide,12625,1,57,transformed count,GSE1402,none,data/GEO_v2/datasets/GDS711.csv,827,disease state,4,"{'polyarticular rheumatoid arthritis': 25, 'normal': 11, 'spondyloarthropathy': 11, 'pauciarticular rheumatoid arthritis': 10}","{'polyarticular rheumatoid arthritis': 0, 'normal': 0, 'spondyloarthropathy': 1, 'pauciarticular rheumatoid arthritis': 0}"
GDS711,Juvenile rheumatoid arthritis expression profiles in mononuclear cells,"Examination of peripheral blood and synovial fluid mononuclear cells in pauciarticular and polyarticular rheumatoid arthritis, and in juvenile spondyloarthropathy.  Results identify disease subtypes and provide insight into disease mechanisms.",15150433,GPL8300,in situ oligonucleotide,12625,1,57,transformed count,GSE1402,none,data/GEO_v2/datasets/GDS711.csv,827,disease state,4,"{'polyarticular rheumatoid arthritis': 25, 'normal': 11, 'spondyloarthropathy': 11, 'pauciarticular rheumatoid arthritis': 10}","{'polyarticular rheumatoid arthritis': 0, 'normal': 1, 'spondyloarthropathy': 0, 'pauciarticular rheumatoid arthritis': 0}"
GDS711,Juvenile rheumatoid arthritis expression profiles in mononuclear cells,"Examination of peripheral blood and synovial fluid mononuclear cells in pauciarticular and polyarticular rheumatoid arthritis, and in juvenile spondyloarthropathy.  Results identify disease subtypes and provide insight into disease mechanisms.",15150433,GPL8300,in situ oligonucleotide,12625,1,57,transformed count,GSE1402,none,data/GEO_v2/datasets/GDS711.csv,827,disease state,4,"{'polyarticular rheumatoid arthritis': 25, 'normal': 11, 'spondyloarthropathy': 11, 'pauciarticular rheumatoid arthritis': 10}","{'polyarticular rheumatoid arthritis': 1, 'normal': 0, 'spondyloarthropathy': 0, 'pauciarticular rheumatoid arthritis': 1}"
GDS4361,"AP1510, TGFα  or heregulin ligand effect on MCF10 mammary epithelial cells expressing HER2-FKBP-HA chimeric receptors","Analysis of mammary epithelial MCF10A/HER2/FKBP/HA cells treated with AP1510 to induce the chimeric HER2-FKBP molecule to homodimerize, or with TGFα or heregulin to induce heterodimerization with EGFR or HER3. Results provide insight into signaling events following HER2 receptor dimerization.",21324925,GPL6244,in situ oligonucleotide,33297,1,12,transformed count,GSE22288,none,data/GEO_v2/datasets/GDS4361.csv,959,agent,4,"{'untreated': 3, 'AP1510': 3, 'TGF-alpha': 3, 'Heregulin': 3}","{'untreated': 0, 'AP1510': 1, 'TGF-alpha': 1, 'Heregulin': 1}"
GDS4535,Differentiating glioblastoma-initiating cells,"Analysis of cultures of progenitor and 4-day differentiated glioblastoma cells (GICs) derived from surgical specimens.  Following induction of differentiation, NFκB is activated in GICs. Results provide insight into molecular mechanisms underlying the control of differentiation of GICs.",21423202,GPL570,in situ oligonucleotide,54675,1,6,transformed count,GSE20736,none,data/GEO_v2/datasets/GDS4535.csv,958,cell type,2,"{'differentiated glioblastoma cells': 3, 'progenitor glioblastoma cells': 3}","{'differentiated glioblastoma cells': 0, 'progenitor glioblastoma cells': 1}"
GDS3792,Carboplatin effect on epithelial ovarian cancer cell line: time course,Analysis of 36M2 epithelial ovarian cancer cells (EOC) treated with 100 uM carboplatin for up to 36 hours. Gene expression profile compared to those from ovarian cells of patients with unfavorable and favorable outcomes. Results provide insight into the mechanism of drug resistance in EOC.,19038057,GPL570,in situ oligonucleotide,54675,1,12,transformed count,GSE13525,none,data/GEO_v2/datasets/GDS3792.csv,958,agent,2,"{'carboplatin': 6, 'control': 6}","{'carboplatin': 0, 'control': 1}"
GDS5411,Helicobacter pylori infection: corpus stomach biopsies,Analysis of stomach biopsies at different stages of Helicobacter pylori (HB) infection. Many gastric cancers believed caused by chronic HB infection and atrophic corpus gastritis predisposes to gastric cancer development. Results provide insight into mechanisms underlying atrophic HB infection.,24119614,GPL6255,oligonucleotide beads,20589,1,9,transformed count,GSE27411,none,data/GEO_v2/datasets/GDS5411.csv,949,disease state,3,"{'non-infected': 3, 'Helicobacter pylori infected without atrophy': 3, 'Helicobacter pylori infected with atrophy': 3}","{'non-infected': 1, 'Helicobacter pylori infected without atrophy': 0, 'Helicobacter pylori infected with atrophy': 0}"
GDS4391,Ribavirin effect on uninfected hepatoma Huh7.5.1 cells,"Analysis of uninfected hepatoma Huh7.5.1 cells treated with ribavirin. In the combination treatment for hepatitis C virus (HCV), ribavirin potentiates the anti-HCV effect of pegylated interferon (PEG-IFN). Results provide insight into the molecular mechanisms underlying ribavirin action.",21254160,GPL570,in situ oligonucleotide,54675,1,6,transformed count,GSE23031,none,data/GEO_v2/datasets/GDS4391.csv,958,agent,2,"{'control': 3, 'ribavirin': 3}","{'control': 0, 'ribavirin': 1}"
GDS4278,Acute myeloid leukemia with CEBPA mutations [AMLSG cohort]: mononuclear cells,Analysis of mononuclear cells from bone marrow of untreated AML patients with CCAAT/enhancer binding protein alpha double mutation (CEBPAdm) or single mutation (CEBPAsm). Favorable outcome is observed in AML patients with CEBPAdm. Results provide insight into molecular basis of AML classification.,21177436,GPL570,in situ oligonucleotide,54675,1,154,transformed count,GSE22845,none,data/GEO_v2/datasets/GDS4278.csv,958,genotype/variation,3,"{'CEBPAwt': 132, 'CEBPAdm': 16, 'CEBPAsm': 6}","{'CEBPAwt': 0, 'CEBPAdm': 1, 'CEBPAsm': 1}"
