name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,class_mapping,is_train
GDS4266,Tolerant renal transplant recipients: peripheral whole blood,"Analysis of whole blood from tolerant renal transplant recipients (i.e., with stable graft function and receiving no immunosuppressive drugs for >1 year) and from recipients stable on immunosuppressive drugs. Results provide insight into molecular mechanisms underlying renal transplant tolerance.",20501946,GPL570,in situ oligonucleotide,54675,1,58,transformed count,GSE22229,none,data/GEO_v2/datasets/GDS4266.csv,958,individual,3,"{'Standard Immunotherapy': 27, 'Tolerant': 19, 'Healthy control': 12}","{'Standard Immunotherapy': 0, 'Tolerant': 1, 'Healthy control': 0}",True
GDS4266,Tolerant renal transplant recipients: peripheral whole blood,"Analysis of whole blood from tolerant renal transplant recipients (i.e., with stable graft function and receiving no immunosuppressive drugs for >1 year) and from recipients stable on immunosuppressive drugs. Results provide insight into molecular mechanisms underlying renal transplant tolerance.",20501946,GPL570,in situ oligonucleotide,54675,1,58,transformed count,GSE22229,none,data/GEO_v2/datasets/GDS4266.csv,958,individual,3,"{'Standard Immunotherapy': 27, 'Tolerant': 19, 'Healthy control': 12}","{'Standard Immunotherapy': 1, 'Tolerant': 0, 'Healthy control': 0}",True
GDS4130,Endoplasmic reticulum stress effect on lymphoblastoid cells of monozygotic twins,"Analysis of immortalized B cells from MZ twin pairs (14 of European ancestry, 12 African American) treated in vitro with thapsigargin to induce ER stress.  ER stress induces the unfolded protein response (UPR). Results provide insight into the molecular basis of the UPR response within twin pairs.",20398888,GPL570,in situ oligonucleotide,54675,1,104,transformed count,GSE19519,none,data/GEO_v2/datasets/GDS4130.csv,958,agent,2,"{'control': 52, 'thapsigargin': 52}","{'control': 0, 'thapsigargin': 1}",True
GDS4130,Endoplasmic reticulum stress effect on lymphoblastoid cells of monozygotic twins,"Analysis of immortalized B cells from MZ twin pairs (14 of European ancestry, 12 African American) treated in vitro with thapsigargin to induce ER stress.  ER stress induces the unfolded protein response (UPR). Results provide insight into the molecular basis of the UPR response within twin pairs.",20398888,GPL570,in situ oligonucleotide,54675,1,104,transformed count,GSE19519,none,data/GEO_v2/datasets/GDS4130.csv,958,genotype/variation,2,"{'European ancestry': 56, 'African American ancestry': 48}","{'European ancestry': 0, 'African American ancestry': 1}",True
GDS5000,Mechanistic Indicators of Asthma (MICA) cohort: peripheral blood,"Analysis of peripheral blood from asthmatic and non-asthmatic children (ages 9 to 13), participants of the MICA study conducted by the EPA from 11/2006 to 01/2007 in Detroit, MI. These results, together with clinical biomarker measurements, may help to differentiate asthmatics from non-asthmatics.","['24188919', '25643280']",GPL570,in situ oligonucleotide,54675,1,131,transformed count,GSE35571,none,data/GEO_v2/datasets/GDS5000.csv,958,disease state,3,"{'non-asthmatic': 64, 'asthmatic': 60, 'nan': 7}","{'non-asthmatic': 0, 'asthmatic': 1, 'nan': 0}",False
GDS5000,Mechanistic Indicators of Asthma (MICA) cohort: peripheral blood,"Analysis of peripheral blood from asthmatic and non-asthmatic children (ages 9 to 13), participants of the MICA study conducted by the EPA from 11/2006 to 01/2007 in Detroit, MI. These results, together with clinical biomarker measurements, may help to differentiate asthmatics from non-asthmatics.","['24188919', '25643280']",GPL570,in situ oligonucleotide,54675,1,131,transformed count,GSE35571,none,data/GEO_v2/datasets/GDS5000.csv,958,gender,2,"{'male': 78, 'female': 53}","{'male': 0, 'female': 1}",False
GDS4602,Psoriasis lesional and non-lesional skin,"Analysis of skin punch biopsies from lesional skin (involved sample) and non-lesional skin (uninvolved sample) from each psoriatic patient. Psoriasis is an immune-mediated, inflammatory and hyperproliferative disease of skin and joints. Results provide insight into the molecular basis of psoriasis.","['19169254', '21483750']",GPL570,in situ oligonucleotide,54675,1,180,transformed count,GSE13355,none,data/GEO_v2/datasets/GDS4602.csv,958,disease state,2,"{'psoriasis': 116, 'healthy': 64}","{'psoriasis': 0, 'healthy': 1}",True
GDS2643,Waldenstrom's macroglobulinemia: B lymphocytes and plasma cells,"Analysis of B lymphocytes (BL) and plasma cells (PC) from patients with Waldenstrom's macroglobulinemia (WM), a B-lymphoproliferative disorder (BLPD). Results provide insight into differences between PC and BL from WM and their cell counterpart in chronic lymphocytic leukemia and multiple myeloma.",17252022,GPL96,in situ oligonucleotide,22283,1,56,transformed count,GSE6691,none,data/GEO_v2/datasets/GDS2643.csv,958,disease state,4,"{""Waldenstrom's macroglobulinemia"": 20, 'normal': 13, 'multiple myeloma': 12, 'chronic lymphocytic leukemia': 11}","{""Waldenstrom's macroglobulinemia"": 0, 'normal': 0, 'multiple myeloma': 0, 'chronic lymphocytic leukemia': 1}",True
GDS2643,Waldenstrom's macroglobulinemia: B lymphocytes and plasma cells,"Analysis of B lymphocytes (BL) and plasma cells (PC) from patients with Waldenstrom's macroglobulinemia (WM), a B-lymphoproliferative disorder (BLPD). Results provide insight into differences between PC and BL from WM and their cell counterpart in chronic lymphocytic leukemia and multiple myeloma.",17252022,GPL96,in situ oligonucleotide,22283,1,56,transformed count,GSE6691,none,data/GEO_v2/datasets/GDS2643.csv,958,disease state,4,"{""Waldenstrom's macroglobulinemia"": 20, 'normal': 13, 'multiple myeloma': 12, 'chronic lymphocytic leukemia': 11}","{""Waldenstrom's macroglobulinemia"": 0, 'normal': 0, 'multiple myeloma': 1, 'chronic lymphocytic leukemia': 0}",True
GDS2643,Waldenstrom's macroglobulinemia: B lymphocytes and plasma cells,"Analysis of B lymphocytes (BL) and plasma cells (PC) from patients with Waldenstrom's macroglobulinemia (WM), a B-lymphoproliferative disorder (BLPD). Results provide insight into differences between PC and BL from WM and their cell counterpart in chronic lymphocytic leukemia and multiple myeloma.",17252022,GPL96,in situ oligonucleotide,22283,1,56,transformed count,GSE6691,none,data/GEO_v2/datasets/GDS2643.csv,958,disease state,4,"{""Waldenstrom's macroglobulinemia"": 20, 'normal': 13, 'multiple myeloma': 12, 'chronic lymphocytic leukemia': 11}","{""Waldenstrom's macroglobulinemia"": 0, 'normal': 1, 'multiple myeloma': 0, 'chronic lymphocytic leukemia': 0}",True
GDS2643,Waldenstrom's macroglobulinemia: B lymphocytes and plasma cells,"Analysis of B lymphocytes (BL) and plasma cells (PC) from patients with Waldenstrom's macroglobulinemia (WM), a B-lymphoproliferative disorder (BLPD). Results provide insight into differences between PC and BL from WM and their cell counterpart in chronic lymphocytic leukemia and multiple myeloma.",17252022,GPL96,in situ oligonucleotide,22283,1,56,transformed count,GSE6691,none,data/GEO_v2/datasets/GDS2643.csv,958,disease state,4,"{""Waldenstrom's macroglobulinemia"": 20, 'normal': 13, 'multiple myeloma': 12, 'chronic lymphocytic leukemia': 11}","{""Waldenstrom's macroglobulinemia"": 1, 'normal': 0, 'multiple myeloma': 0, 'chronic lymphocytic leukemia': 0}",True
GDS2643,Waldenstrom's macroglobulinemia: B lymphocytes and plasma cells,"Analysis of B lymphocytes (BL) and plasma cells (PC) from patients with Waldenstrom's macroglobulinemia (WM), a B-lymphoproliferative disorder (BLPD). Results provide insight into differences between PC and BL from WM and their cell counterpart in chronic lymphocytic leukemia and multiple myeloma.",17252022,GPL96,in situ oligonucleotide,22283,1,56,transformed count,GSE6691,none,data/GEO_v2/datasets/GDS2643.csv,958,cell type,2,"{'B lymphocyte': 29, 'plasma cell': 27}","{'B lymphocyte': 0, 'plasma cell': 1}",True
GDS5499,Pulmonary hypertensions: PBMCs,"Analysis of PBMCs from patients with idiopathic pulmonary arterial hypertension (IPAH), systemic sclerosis (SSc), SSc associated PAH (SSc-PAH), and SSc complicated by interstitial lung disease and PH (SSc-PH-ILD). Results provide insight into the molecular basis of the various disease groups.",22545094,GPL6947,oligonucleotide beads,49576,1,140,transformed count,GSE33463,none,data/GEO_v2/datasets/GDS5499.csv,965,disease state,5,"{'scleroderma-associated pulmonary arterial hypertension': 42, 'control': 41, 'idiopathic pulmonary arterial hypertension': 30, 'systemic sclerosis without pulmonary hypertension': 19, 'systemic sclerosis SSc complicated by interstitial lung disease and pulmonary hypertension': 8}","{'scleroderma-associated pulmonary arterial hypertension': 0, 'control': 1, 'idiopathic pulmonary arterial hypertension': 0, 'systemic sclerosis without pulmonary hypertension': 1, 'systemic sclerosis SSc complicated by interstitial lung disease and pulmonary hypertension': 0}",True
GDS5499,Pulmonary hypertensions: PBMCs,"Analysis of PBMCs from patients with idiopathic pulmonary arterial hypertension (IPAH), systemic sclerosis (SSc), SSc associated PAH (SSc-PAH), and SSc complicated by interstitial lung disease and PH (SSc-PH-ILD). Results provide insight into the molecular basis of the various disease groups.",22545094,GPL6947,oligonucleotide beads,49576,1,140,transformed count,GSE33463,none,data/GEO_v2/datasets/GDS5499.csv,965,disease state,5,"{'scleroderma-associated pulmonary arterial hypertension': 42, 'control': 41, 'idiopathic pulmonary arterial hypertension': 30, 'systemic sclerosis without pulmonary hypertension': 19, 'systemic sclerosis SSc complicated by interstitial lung disease and pulmonary hypertension': 8}","{'scleroderma-associated pulmonary arterial hypertension': 0, 'control': 1, 'idiopathic pulmonary arterial hypertension': 0, 'systemic sclerosis without pulmonary hypertension': 0, 'systemic sclerosis SSc complicated by interstitial lung disease and pulmonary hypertension': 0}",True
GDS5499,Pulmonary hypertensions: PBMCs,"Analysis of PBMCs from patients with idiopathic pulmonary arterial hypertension (IPAH), systemic sclerosis (SSc), SSc associated PAH (SSc-PAH), and SSc complicated by interstitial lung disease and PH (SSc-PH-ILD). Results provide insight into the molecular basis of the various disease groups.",22545094,GPL6947,oligonucleotide beads,49576,1,140,transformed count,GSE33463,none,data/GEO_v2/datasets/GDS5499.csv,965,disease state,5,"{'scleroderma-associated pulmonary arterial hypertension': 42, 'control': 41, 'idiopathic pulmonary arterial hypertension': 30, 'systemic sclerosis without pulmonary hypertension': 19, 'systemic sclerosis SSc complicated by interstitial lung disease and pulmonary hypertension': 8}","{'scleroderma-associated pulmonary arterial hypertension': 0, 'control': 0, 'idiopathic pulmonary arterial hypertension': 0, 'systemic sclerosis without pulmonary hypertension': 1, 'systemic sclerosis SSc complicated by interstitial lung disease and pulmonary hypertension': 1}",True
GDS5083,Carotid artery atheroma,Analysis of carotid artery atheromatous plaques from hypertensive patients. Atheromas are fatty deposits in the walls of arteries. Results provide insight into the molecular pathogenesis of atheroma.,23660665,GPL6244,in situ oligonucleotide,33297,1,64,transformed count,GSE43292,none,data/GEO_v2/datasets/GDS5083.csv,959,specimen,2,"{'atheroma plaque': 32, 'adjacent carotid tissue': 32}","{'atheroma plaque': 0, 'adjacent carotid tissue': 1}",True
GDS4513,Clinical outcome of stage UICC II colon cancer patients,Analysis of tumor cells from sporadic stage UICC II colon cancer patients who were treated by elective standard oncological resection but developed relapse during follow-up. Results provide insight into the challenges of constructing molecular signatures predictive for patient outcome.,21465190,GPL570,in situ oligonucleotide,54675,1,53,transformed count,GSE18088,none,data/GEO_v2/datasets/GDS4513.csv,958,disease state,2,"{'no relapse': 40, 'relapse': 13}","{'no relapse': 0, 'relapse': 1}",True
GDS4456,High-risk bladder cancer,Analysis of bladder cancer specimens from a high-risk population of patients who underwent radical cystectomy (Memorial Sloan-Kettering Cancer Center cohort). Results provide insight into the prediction of survival in high-risk urothelial carcinoma of the urinary bladder.,"['22228636', '24486590']",GPL570,in situ oligonucleotide,54675,1,93,transformed count,GSE31684,none,data/GEO_v2/datasets/GDS4456.csv,958,disease state,2,"{'no recurrence/DOD': 54, 'recurrence/DOD': 39}","{'no recurrence/DOD': 0, 'recurrence/DOD': 1}",True
GDS4088,Variable breast cancer tumor sample collection methods,Analysis of breast tumor samples preserved using 2 different RNA stabilization methods (RNAlater or snap freezing) up to 3 hours post tumor excision. Results provide insight into the effects of tissue handling on RNA integrity and microarray measurements from resected breast cancers.,22034635,GPL96,in situ oligonucleotide,22283,1,86,transformed count,GSE25011,none,data/GEO_v2/datasets/GDS4088.csv,958,protocol,2,"{'RNAlater': 66, 'flash frozen': 20}","{'RNAlater': 0, 'flash frozen': 1}",True
GDS4896,Asthma: white blood cells,Analysis of white blood cells from children with severe therapy-resistant asthma and those with controlled persistent mild asthma. Results provide insight into the molecular pathogenesis of these asthma pheontypes.,"['23222870', '25256354']",GPL6244,in situ oligonucleotide,33297,1,54,transformed count,GSE27011,none,data/GEO_v2/datasets/GDS4896.csv,959,disease state,3,"{'mild asthma': 19, 'healthy control': 18, 'severe asthma': 17}","{'mild asthma': 0, 'healthy control': 0, 'severe asthma': 1}",True
GDS4896,Asthma: white blood cells,Analysis of white blood cells from children with severe therapy-resistant asthma and those with controlled persistent mild asthma. Results provide insight into the molecular pathogenesis of these asthma pheontypes.,"['23222870', '25256354']",GPL6244,in situ oligonucleotide,33297,1,54,transformed count,GSE27011,none,data/GEO_v2/datasets/GDS4896.csv,959,disease state,3,"{'mild asthma': 19, 'healthy control': 18, 'severe asthma': 17}","{'mild asthma': 1, 'healthy control': 0, 'severe asthma': 0}",True
GDS4896,Asthma: white blood cells,Analysis of white blood cells from children with severe therapy-resistant asthma and those with controlled persistent mild asthma. Results provide insight into the molecular pathogenesis of these asthma pheontypes.,"['23222870', '25256354']",GPL6244,in situ oligonucleotide,33297,1,54,transformed count,GSE27011,none,data/GEO_v2/datasets/GDS4896.csv,959,gender,2,"{'male': 37, 'female': 17}","{'male': 0, 'female': 1}",True
GDS4404,Facioscapulohumeral muscular dystrophy: bicep and deltoid muscles,Analysis of biceps and deltoids of facioscapulohumeral muscular dystrophy (FSHD) subjects and their unaffected first-degree relatives. FSHD is progressive neuromuscular disorder affecting biceps more severely than deltoid muscles. Results provide insight into molecular basis of FSHD pathogenesis.,22988124,GPL6244,in situ oligonucleotide,33297,1,50,transformed count,GSE36398,none,data/GEO_v2/datasets/GDS4404.csv,959,tissue,2,"{'bicep': 25, 'deltoid': 25}","{'bicep': 0, 'deltoid': 1}",False
GDS4404,Facioscapulohumeral muscular dystrophy: bicep and deltoid muscles,Analysis of biceps and deltoids of facioscapulohumeral muscular dystrophy (FSHD) subjects and their unaffected first-degree relatives. FSHD is progressive neuromuscular disorder affecting biceps more severely than deltoid muscles. Results provide insight into molecular basis of FSHD pathogenesis.,22988124,GPL6244,in situ oligonucleotide,33297,1,50,transformed count,GSE36398,none,data/GEO_v2/datasets/GDS4404.csv,959,disease state,2,"{'facioscapulohumeral muscular dystrophy': 26, 'control': 24}","{'facioscapulohumeral muscular dystrophy': 0, 'control': 1}",False
GDS4837,Never-medicated and medicated bipolar patients: peripheral blood leukocytes,"Analysis of peripheral blood leukocytes from first-episode, never-medicated bipolar disorder (BPD) patients and medicated BPD patients. Results provide insight into a peripheral biomarker profile for BPD that is not induced by medication.",23826396,GPL570,in situ oligonucleotide,54675,1,88,transformed count,GSE46449,none,data/GEO_v2/datasets/GDS4837.csv,958,disease state,3,"{'biploar, medicated': 43, 'control': 39, 'bipolar, first-episode unmedicated': 6}","{'biploar, medicated': 1, 'control': 0, 'bipolar, first-episode unmedicated': 0}",True
GDS4837,Never-medicated and medicated bipolar patients: peripheral blood leukocytes,"Analysis of peripheral blood leukocytes from first-episode, never-medicated bipolar disorder (BPD) patients and medicated BPD patients. Results provide insight into a peripheral biomarker profile for BPD that is not induced by medication.",23826396,GPL570,in situ oligonucleotide,54675,1,88,transformed count,GSE46449,none,data/GEO_v2/datasets/GDS4837.csv,958,disease state,3,"{'biploar, medicated': 43, 'control': 39, 'bipolar, first-episode unmedicated': 6}","{'biploar, medicated': 1, 'control': 0, 'bipolar, first-episode unmedicated': 0}",True
GDS4057,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (MDACC/IGR cohort),Analysis of pre-treatment biopsies from 103 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from MD Anderson Cancer Center/Institut Goustave Russy. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,103,transformed count,GSE22093,none,data/GEO_v2/datasets/GDS4057.csv,958,disease state,6,"{'prechemo T stage 2': 51, 'prechemo T stage 3': 26, 'prechemo T stage 4': 18, 'prechemo T stage NA': 5, 'prechemo T stage 1': 2, 'prechemo T stage 0': 1}","{'prechemo T stage 2': 1, 'prechemo T stage 3': 0, 'prechemo T stage 4': 0, 'prechemo T stage NA': 0, 'prechemo T stage 1': 0, 'prechemo T stage 0': 0}",False
GDS4057,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (MDACC/IGR cohort),Analysis of pre-treatment biopsies from 103 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from MD Anderson Cancer Center/Institut Goustave Russy. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,103,transformed count,GSE22093,none,data/GEO_v2/datasets/GDS4057.csv,958,disease state,6,"{'prechemo T stage 2': 51, 'prechemo T stage 3': 26, 'prechemo T stage 4': 18, 'prechemo T stage NA': 5, 'prechemo T stage 1': 2, 'prechemo T stage 0': 1}","{'prechemo T stage 2': 0, 'prechemo T stage 3': 1, 'prechemo T stage 4': 0, 'prechemo T stage NA': 0, 'prechemo T stage 1': 0, 'prechemo T stage 0': 0}",False
GDS4057,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (MDACC/IGR cohort),Analysis of pre-treatment biopsies from 103 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from MD Anderson Cancer Center/Institut Goustave Russy. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,103,transformed count,GSE22093,none,data/GEO_v2/datasets/GDS4057.csv,958,disease state,6,"{'prechemo T stage 2': 51, 'prechemo T stage 3': 26, 'prechemo T stage 4': 18, 'prechemo T stage NA': 5, 'prechemo T stage 1': 2, 'prechemo T stage 0': 1}","{'prechemo T stage 2': 0, 'prechemo T stage 3': 0, 'prechemo T stage 4': 1, 'prechemo T stage NA': 0, 'prechemo T stage 1': 0, 'prechemo T stage 0': 0}",False
GDS4057,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (MDACC/IGR cohort),Analysis of pre-treatment biopsies from 103 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from MD Anderson Cancer Center/Institut Goustave Russy. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,103,transformed count,GSE22093,none,data/GEO_v2/datasets/GDS4057.csv,958,genotype/variation,3,"{'ER (IHC): -': 56, 'ER (IHC): +': 42, 'ER (IHC): NA': 5}","{'ER (IHC): -': 0, 'ER (IHC): +': 1, 'ER (IHC): NA': 1}",False
GDS4057,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (MDACC/IGR cohort),Analysis of pre-treatment biopsies from 103 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from MD Anderson Cancer Center/Institut Goustave Russy. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,103,transformed count,GSE22093,none,data/GEO_v2/datasets/GDS4057.csv,958,other,3,"{'postchemo: residual invasive cancer': 69, 'postchemo: no invasive cancer': 28, 'postchemo: NA': 6}","{'postchemo: residual invasive cancer': 0, 'postchemo: no invasive cancer': 1, 'postchemo: NA': 1}",False
GDS4206,Pediatric acute leukemia patients with early relapse: white blood cells,"Analysis of WBCs from pediatric B cell precursor (BCP) acute lymphoblastic leukemia (ALL) patients with early, late, or no relapse. For patients with relapsed BCP-ALL, early relapses fare worse than later relapses. Results provide insight into the molecular basis of early relapses in BCP-ALL.",21295523,GPL570,in situ oligonucleotide,54675,1,197,transformed count,GSE13576,none,data/GEO_v2/datasets/GDS4206.csv,958,disease state,3,"{'no relapse': 157, 'early relapse': 26, 'late relapse': 14}","{'no relapse': 0, 'early relapse': 0, 'late relapse': 1}",False
GDS4206,Pediatric acute leukemia patients with early relapse: white blood cells,"Analysis of WBCs from pediatric B cell precursor (BCP) acute lymphoblastic leukemia (ALL) patients with early, late, or no relapse. For patients with relapsed BCP-ALL, early relapses fare worse than later relapses. Results provide insight into the molecular basis of early relapses in BCP-ALL.",21295523,GPL570,in situ oligonucleotide,54675,1,197,transformed count,GSE13576,none,data/GEO_v2/datasets/GDS4206.csv,958,disease state,3,"{'no relapse': 157, 'early relapse': 26, 'late relapse': 14}","{'no relapse': 0, 'early relapse': 1, 'late relapse': 0}",False
GDS4206,Pediatric acute leukemia patients with early relapse: white blood cells,"Analysis of WBCs from pediatric B cell precursor (BCP) acute lymphoblastic leukemia (ALL) patients with early, late, or no relapse. For patients with relapsed BCP-ALL, early relapses fare worse than later relapses. Results provide insight into the molecular basis of early relapses in BCP-ALL.",21295523,GPL570,in situ oligonucleotide,54675,1,197,transformed count,GSE13576,none,data/GEO_v2/datasets/GDS4206.csv,958,disease state,3,"{'no relapse': 157, 'early relapse': 26, 'late relapse': 14}","{'no relapse': 0, 'early relapse': 1, 'late relapse': 1}",False
GDS4296,NCI-60 cancer cell line panel,"Analysis of cell lines from 9 different cancer tissue of origin types (Breast, Central Nervous System, Colon, Leukemia, Melanoma, Non-Small Cell Lung, Ovarian, Prostate, and Renal) from the NCI-60 panel. Results provide insight into molecular mechanisms underlying the various cancer types.","['19584232', '24940735']",GPL570,in situ oligonucleotide,54675,1,174,transformed count,GSE32474,none,data/GEO_v2/datasets/GDS4296.csv,958,tissue,9,"{'melanoma': 26, 'non-small cell lung': 26, 'renal': 23, 'ovarian': 21, 'colon': 21, 'leukemia': 18, 'CNS': 18, 'breast': 15, 'prostate': 6}","{'melanoma': 0, 'non-small cell lung': 0, 'renal': 0, 'ovarian': 0, 'colon': 0, 'leukemia': 0, 'CNS': 0, 'breast': 0, 'prostate': 1}",False
GDS4296,NCI-60 cancer cell line panel,"Analysis of cell lines from 9 different cancer tissue of origin types (Breast, Central Nervous System, Colon, Leukemia, Melanoma, Non-Small Cell Lung, Ovarian, Prostate, and Renal) from the NCI-60 panel. Results provide insight into molecular mechanisms underlying the various cancer types.","['19584232', '24940735']",GPL570,in situ oligonucleotide,54675,1,174,transformed count,GSE32474,none,data/GEO_v2/datasets/GDS4296.csv,958,tissue,9,"{'melanoma': 26, 'non-small cell lung': 26, 'renal': 23, 'ovarian': 21, 'colon': 21, 'leukemia': 18, 'CNS': 18, 'breast': 15, 'prostate': 6}","{'melanoma': 0, 'non-small cell lung': 0, 'renal': 0, 'ovarian': 0, 'colon': 0, 'leukemia': 0, 'CNS': 0, 'breast': 1, 'prostate': 0}",False
GDS4296,NCI-60 cancer cell line panel,"Analysis of cell lines from 9 different cancer tissue of origin types (Breast, Central Nervous System, Colon, Leukemia, Melanoma, Non-Small Cell Lung, Ovarian, Prostate, and Renal) from the NCI-60 panel. Results provide insight into molecular mechanisms underlying the various cancer types.","['19584232', '24940735']",GPL570,in situ oligonucleotide,54675,1,174,transformed count,GSE32474,none,data/GEO_v2/datasets/GDS4296.csv,958,tissue,9,"{'melanoma': 26, 'non-small cell lung': 26, 'renal': 23, 'ovarian': 21, 'colon': 21, 'leukemia': 18, 'CNS': 18, 'breast': 15, 'prostate': 6}","{'melanoma': 0, 'non-small cell lung': 0, 'renal': 0, 'ovarian': 0, 'colon': 0, 'leukemia': 0, 'CNS': 1, 'breast': 0, 'prostate': 0}",False
GDS4296,NCI-60 cancer cell line panel,"Analysis of cell lines from 9 different cancer tissue of origin types (Breast, Central Nervous System, Colon, Leukemia, Melanoma, Non-Small Cell Lung, Ovarian, Prostate, and Renal) from the NCI-60 panel. Results provide insight into molecular mechanisms underlying the various cancer types.","['19584232', '24940735']",GPL570,in situ oligonucleotide,54675,1,174,transformed count,GSE32474,none,data/GEO_v2/datasets/GDS4296.csv,958,tissue,9,"{'melanoma': 26, 'non-small cell lung': 26, 'renal': 23, 'ovarian': 21, 'colon': 21, 'leukemia': 18, 'CNS': 18, 'breast': 15, 'prostate': 6}","{'melanoma': 0, 'non-small cell lung': 0, 'renal': 0, 'ovarian': 0, 'colon': 0, 'leukemia': 1, 'CNS': 0, 'breast': 0, 'prostate': 0}",False
GDS4296,NCI-60 cancer cell line panel,"Analysis of cell lines from 9 different cancer tissue of origin types (Breast, Central Nervous System, Colon, Leukemia, Melanoma, Non-Small Cell Lung, Ovarian, Prostate, and Renal) from the NCI-60 panel. Results provide insight into molecular mechanisms underlying the various cancer types.","['19584232', '24940735']",GPL570,in situ oligonucleotide,54675,1,174,transformed count,GSE32474,none,data/GEO_v2/datasets/GDS4296.csv,958,tissue,9,"{'melanoma': 26, 'non-small cell lung': 26, 'renal': 23, 'ovarian': 21, 'colon': 21, 'leukemia': 18, 'CNS': 18, 'breast': 15, 'prostate': 6}","{'melanoma': 0, 'non-small cell lung': 0, 'renal': 0, 'ovarian': 0, 'colon': 1, 'leukemia': 0, 'CNS': 0, 'breast': 0, 'prostate': 0}",False
GDS4296,NCI-60 cancer cell line panel,"Analysis of cell lines from 9 different cancer tissue of origin types (Breast, Central Nervous System, Colon, Leukemia, Melanoma, Non-Small Cell Lung, Ovarian, Prostate, and Renal) from the NCI-60 panel. Results provide insight into molecular mechanisms underlying the various cancer types.","['19584232', '24940735']",GPL570,in situ oligonucleotide,54675,1,174,transformed count,GSE32474,none,data/GEO_v2/datasets/GDS4296.csv,958,tissue,9,"{'melanoma': 26, 'non-small cell lung': 26, 'renal': 23, 'ovarian': 21, 'colon': 21, 'leukemia': 18, 'CNS': 18, 'breast': 15, 'prostate': 6}","{'melanoma': 0, 'non-small cell lung': 0, 'renal': 0, 'ovarian': 1, 'colon': 0, 'leukemia': 0, 'CNS': 0, 'breast': 0, 'prostate': 0}",False
GDS4296,NCI-60 cancer cell line panel,"Analysis of cell lines from 9 different cancer tissue of origin types (Breast, Central Nervous System, Colon, Leukemia, Melanoma, Non-Small Cell Lung, Ovarian, Prostate, and Renal) from the NCI-60 panel. Results provide insight into molecular mechanisms underlying the various cancer types.","['19584232', '24940735']",GPL570,in situ oligonucleotide,54675,1,174,transformed count,GSE32474,none,data/GEO_v2/datasets/GDS4296.csv,958,tissue,9,"{'melanoma': 26, 'non-small cell lung': 26, 'renal': 23, 'ovarian': 21, 'colon': 21, 'leukemia': 18, 'CNS': 18, 'breast': 15, 'prostate': 6}","{'melanoma': 0, 'non-small cell lung': 0, 'renal': 1, 'ovarian': 0, 'colon': 0, 'leukemia': 0, 'CNS': 0, 'breast': 0, 'prostate': 0}",False
GDS4296,NCI-60 cancer cell line panel,"Analysis of cell lines from 9 different cancer tissue of origin types (Breast, Central Nervous System, Colon, Leukemia, Melanoma, Non-Small Cell Lung, Ovarian, Prostate, and Renal) from the NCI-60 panel. Results provide insight into molecular mechanisms underlying the various cancer types.","['19584232', '24940735']",GPL570,in situ oligonucleotide,54675,1,174,transformed count,GSE32474,none,data/GEO_v2/datasets/GDS4296.csv,958,tissue,9,"{'melanoma': 26, 'non-small cell lung': 26, 'renal': 23, 'ovarian': 21, 'colon': 21, 'leukemia': 18, 'CNS': 18, 'breast': 15, 'prostate': 6}","{'melanoma': 0, 'non-small cell lung': 1, 'renal': 0, 'ovarian': 0, 'colon': 0, 'leukemia': 0, 'CNS': 0, 'breast': 0, 'prostate': 0}",False
