name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,true_class_distribution
GDS5154,FAT1 depletion effect on astrocyte and glioma cell lines,Analysis of astrocyte and glioma cells depleted for FAT1.  FAT1 encodes a cadherin-like protein. Results provide insight into the role of FAT1 in cancer development.,23354438,GPL571,in situ oligonucleotide,22277,1,18,transformed count,GSE40583,none,data/GEO_v2/datasets/GDS5154.csv,958,cell line,3,"{'IHA': 6, 'U87': 6, 'U251': 6}","{'IHA': 6, 'U87': 6, 'U251': 6}"
GDS5154,FAT1 depletion effect on astrocyte and glioma cell lines,Analysis of astrocyte and glioma cells depleted for FAT1.  FAT1 encodes a cadherin-like protein. Results provide insight into the role of FAT1 in cancer development.,23354438,GPL571,in situ oligonucleotide,22277,1,18,transformed count,GSE40583,none,data/GEO_v2/datasets/GDS5154.csv,958,protocol,2,"{'control': 6, 'FAT1 depletion': 12}","{'FAT1 depletion': 12, 'control': 6}"
GDS5154,FAT1 depletion effect on astrocyte and glioma cell lines,Analysis of astrocyte and glioma cells depleted for FAT1.  FAT1 encodes a cadherin-like protein. Results provide insight into the role of FAT1 in cancer development.,23354438,GPL571,in situ oligonucleotide,22277,1,18,transformed count,GSE40583,none,data/GEO_v2/datasets/GDS5154.csv,958,cell type,2,"{'astrocyte': 6, 'glioma': 12}","{'glioma': 12, 'astrocyte': 6}"
GDS5158,Ethanol effect on differentiated H1 embryonic stem cells,Analysis of H1 embryonic stem cells differentiated into neural rosettes and neural progenitor cells in the presence of 20mM EtOH. Results provide insight into the molecular effects of EtOH during neural differentiation of embryonic stem cells.,25089259,GPL570,in situ oligonucleotide,54675,1,10,count,GSE56906,none,data/GEO_v2/datasets/GDS5158.csv,958,cell type,3,"{'differentiated neural rosettes': 4, 'differentiated neural progenitor cells': 4, 'undifferentiated H1 hESC parent': 2}","{'differentiated neural rosettes': 4, 'differentiated neural progenitor cells': 4, 'undifferentiated H1 hESC parent': 2}"
GDS5158,Ethanol effect on differentiated H1 embryonic stem cells,Analysis of H1 embryonic stem cells differentiated into neural rosettes and neural progenitor cells in the presence of 20mM EtOH. Results provide insight into the molecular effects of EtOH during neural differentiation of embryonic stem cells.,25089259,GPL570,in situ oligonucleotide,54675,1,10,count,GSE56906,none,data/GEO_v2/datasets/GDS5158.csv,958,agent,2,"{'control': 6, 'EtOH': 4}","{'control': 6, 'EtOH': 4}"
GDS5167,Type 2 diabetic obese patients: visceral adipose tissue CD14+ cells,"Analysis of visceral adipose tissue CD14+ cells isolated from obese, type 2 diabetic patients. Obesity is marked by changes in the immune cell composition of adipose tissue. Results provide insight into the molecular basis of proinflammatory cytokine production in obesity-linked type 2 diabetes.",24520123,GPL10558,oligonucleotide beads,48107,1,12,count,GSE54350,none,data/GEO_v2/datasets/GDS5167.csv,965,disease state,2,"{'obese diabetic': 6, 'obese non-diabetic': 6}","{'obese diabetic': 6, 'obese non-diabetic': 6}"
GDS5171,Supraclavicular and subcutaneous adipose tissue progenitor cells,Analysis of progenitor cells isolated from paired biopsies of deep neck and subcutaneous neck adipose tissue from patients undergoing neck surgery. Results provide insight into the molecular mechanisms underlying the differences between white and brown progenitor cells.,25102227,GPL6244,in situ oligonucleotide,33297,1,12,transformed count,GSE54280,none,data/GEO_v2/datasets/GDS5171.csv,959,cell type,2,"{'subcutaneous progenitor': 6, 'deep neck progenitor': 6}","{'subcutaneous progenitor': 6, 'deep neck progenitor': 6}"
GDS5171,Supraclavicular and subcutaneous adipose tissue progenitor cells,Analysis of progenitor cells isolated from paired biopsies of deep neck and subcutaneous neck adipose tissue from patients undergoing neck surgery. Results provide insight into the molecular mechanisms underlying the differences between white and brown progenitor cells.,25102227,GPL6244,in situ oligonucleotide,33297,1,12,transformed count,GSE54280,none,data/GEO_v2/datasets/GDS5171.csv,959,individual,6,"{'patient 1': 2, 'patient 2': 2, 'patient 3': 2, 'patient 4': 2, 'patient 5': 2, 'patient 6': 2}","{'patient 1': 2, 'patient 2': 2, 'patient 3': 2, 'patient 4': 2, 'patient 5': 2, 'patient 6': 2}"
GDS5173,G-protein coupled receptor kinase 3 expression effect on prostate cancer cell line,Analysis of PC3 prostate cancer cells expressing G-protein coupled receptor kinase 3 (GRK3). Results provide insight into the role of GRK3 in prostate cancer progression and metastasis.,24434559,GPL6883,oligonucleotide beads,24526,1,6,count,GSE36022,none,data/GEO_v2/datasets/GDS5173.csv,957,agent,2,"{'control': 3, 'GRK3': 3}","{'control': 3, 'GRK3': 3}"
GDS5176,Epidermis at various time points during the day,"Analysis of epidermal samples from 20 individuals obtained at 9:30 am, 2:30 pm and 7:30 pm. Results identify transcripts that exhibit time-dependent expression in the epidermis.",22711835,GPL6480,in situ oligonucleotide,41108,1,57,transformed count,GSE35635,none,data/GEO_v2/datasets/GDS5176.csv,961,time,3,"{'9:30 am': 19, '2:30 pm': 19, '7:30 pm': 19}","{'9:30 am': 19, '2:30 pm': 19, '7:30 pm': 19}"
GDS5176,Epidermis at various time points during the day,"Analysis of epidermal samples from 20 individuals obtained at 9:30 am, 2:30 pm and 7:30 pm. Results identify transcripts that exhibit time-dependent expression in the epidermis.",22711835,GPL6480,in situ oligonucleotide,41108,1,57,transformed count,GSE35635,none,data/GEO_v2/datasets/GDS5176.csv,961,individual,20,"{'subject 1': 3, 'subject 2': 3, 'subject 3': 3, 'subject 4': 3, 'subject 5': 3, 'subject 6': 3, 'subject 7': 3, 'subject 8': 3, 'subject 9': 3, 'subject 10': 3, 'subject 11': 2, 'subject 12': 3, 'subject 13': 3, 'subject 14': 3, 'subject 15': 3, 'subject 16': 3, 'subject 17': 3, 'subject 18': 3, 'subject 19': 1, 'subject 20': 3}","{'subject 1': 3, 'subject 20': 3, 'subject 17': 3, 'subject 16': 3, 'subject 15': 3, 'subject 14': 3, 'subject 13': 3, 'subject 12': 3, 'subject 2': 3, 'subject 10': 3, 'subject 9': 3, 'subject 8': 3, 'subject 7': 3, 'subject 6': 3, 'subject 5': 3, 'subject 4': 3, 'subject 3': 3, 'subject 18': 3, 'subject 11': 2, 'subject 19': 1}"
GDS5177,Kruppel-like factor 9 overexpression effect on keratinocyte: time course,Analysis of primary neonatal foreskin keratinocytes overexpressing Kruppel-like factor 9 (KLF9) for up to 7 days. KLF9 is a transcription factor that binds to GC box elements. Results identify downstream targets of KLF9.,22711835,GPL6480,in situ oligonucleotide,41108,1,6,transformed count,GSE36014,none,data/GEO_v2/datasets/GDS5177.csv,954,time,3,"{'2 d': 2, '4 d': 2, '7 d': 2}","{'2 d': 2, '4 d': 2, '7 d': 2}"
GDS5177,Kruppel-like factor 9 overexpression effect on keratinocyte: time course,Analysis of primary neonatal foreskin keratinocytes overexpressing Kruppel-like factor 9 (KLF9) for up to 7 days. KLF9 is a transcription factor that binds to GC box elements. Results identify downstream targets of KLF9.,22711835,GPL6480,in situ oligonucleotide,41108,1,6,transformed count,GSE36014,none,data/GEO_v2/datasets/GDS5177.csv,954,protocol,2,"{'KLF9 overexpression': 3, 'control': 3}","{'KLF9 overexpression': 3, 'control': 3}"
GDS5178,Pre-B cell colony enhancing factor depletion effect on pulmonary microvascular endothelial cell,Analysis of pulmonary microvascular endothelial cells depleted for pre-B cell colony enhancing factor (PBEF). Results provide insight into the role of PBEF in the endothelium.,22487217,GPL570,in situ oligonucleotide,54675,1,6,transformed count,GSE34512,none,data/GEO_v2/datasets/GDS5178.csv,958,protocol,2,"{'PBEF knockdown': 3, 'control': 3}","{'PBEF knockdown': 3, 'control': 3}"
GDS5179,Cadmium effect on liver cell line: dose response,Analysis of HepG2 liver cells treated with 2 or 10 uM cadmium. Cadmium is an environmental toxicant. Results provide insight into the molecular basis of cadmium toxicity.,22562489,GPL4133,in situ oligonucleotide,45220,1,9,count,GSE31286,none,data/GEO_v2/datasets/GDS5179.csv,966,agent,2,"{'untreated': 3, 'cadmium': 6}","{'cadmium': 6, 'untreated': 3}"
GDS5179,Cadmium effect on liver cell line: dose response,Analysis of HepG2 liver cells treated with 2 or 10 uM cadmium. Cadmium is an environmental toxicant. Results provide insight into the molecular basis of cadmium toxicity.,22562489,GPL4133,in situ oligonucleotide,45220,1,9,count,GSE31286,none,data/GEO_v2/datasets/GDS5179.csv,966,dose,3,"{'control': 3, '2 uM': 3, '10 uM': 3}","{'control': 3, '2 uM': 3, '10 uM': 3}"
GDS5181,Glioma: platelets,Analysis of platelets from glioma patients. Results identify a gene expression signature for glioma.,21832279,GPL4133,in situ oligonucleotide,45220,1,20,count,GSE31095,none,data/GEO_v2/datasets/GDS5181.csv,954,disease state,2,"{'control': 12, 'glioma': 8}","{'control': 12, 'glioma': 8}"
GDS5186,Ruptured intracranial aneurysms,Analysis of aneurysmal domes from ruptured intracranial aneurysms (RIAs). RIA causes subarachnoid hemorrhage associated with high morbidity and mortality. Results provides insight into molecular mechanisms that predispose to the rupture of IAs.,24938844,GPL4133,in situ oligonucleotide,45220,1,23,transformed count,GSE54083,none,data/GEO_v2/datasets/GDS5186.csv,964,tissue,3,"{'ruptured intracranial aneurysm': 8, 'unruptured intracranial aneurysm': 5, 'superficial temporal artery': 10}","{'superficial temporal artery': 10, 'ruptured intracranial aneurysm': 8, 'unruptured intracranial aneurysm': 5}"
GDS5187,Nitric oxide synthase-2 depletion effect on glioma stem cell,Analysis of glioma stem cells depleted for nitric oxide synthase-2 (NOS2).  Glioma stem cells isolated from two different human glioma xenografts. NOS2 catalyzes the formation of nitric oxide. Results provide insight into the role of NOS2 in glioma stem cell profileration and tumor growth.,21729780,GPL6884,oligonucleotide beads,48803,1,12,count,GSE29750,none,data/GEO_v2/datasets/GDS5187.csv,908,specimen,2,"{'xenograft T3359': 6, 'xenograft T3691': 6}","{'xenograft T3359': 6, 'xenograft T3691': 6}"
GDS5187,Nitric oxide synthase-2 depletion effect on glioma stem cell,Analysis of glioma stem cells depleted for nitric oxide synthase-2 (NOS2).  Glioma stem cells isolated from two different human glioma xenografts. NOS2 catalyzes the formation of nitric oxide. Results provide insight into the role of NOS2 in glioma stem cell profileration and tumor growth.,21729780,GPL6884,oligonucleotide beads,48803,1,12,count,GSE29750,none,data/GEO_v2/datasets/GDS5187.csv,908,agent,3,"{'control': 4, 'NOS2 shRNA 1': 4, 'NOS2 shRNA 2': 4}","{'control': 4, 'NOS2 shRNA 1': 4, 'NOS2 shRNA 2': 4}"
GDS5189,LAMP3 depleted cell line response to interferon-alpha: time course,Analysis of LAMP3 depleted HeLa cells following treatment with interferon-alpha for 3 or 4 days. Results provide insight into the role of LAMP3 in the immune response mediated by interferon-alpha.,23651994,GPL10558,oligonucleotide beads,48107,1,8,transformed count,GSE29009,none,data/GEO_v2/datasets/GDS5189.csv,965,protocol,2,"{'control': 4, 'LAMP3 depletion': 4}","{'control': 4, 'LAMP3 depletion': 4}"
GDS5189,LAMP3 depleted cell line response to interferon-alpha: time course,Analysis of LAMP3 depleted HeLa cells following treatment with interferon-alpha for 3 or 4 days. Results provide insight into the role of LAMP3 in the immune response mediated by interferon-alpha.,23651994,GPL10558,oligonucleotide beads,48107,1,8,transformed count,GSE29009,none,data/GEO_v2/datasets/GDS5189.csv,965,time,2,"{'3 d': 4, '4 d': 4}","{'3 d': 4, '4 d': 4}"
GDS5190,Ileocecal epithelial cell line response to Clostridium difficile toxins A and B: time course,"Analysis of HCT-8 ileocecal cells treated with Clostridium difficile toxin A or B for up to 24 hours. C. difficile, a gram-positive, spore-forming anaerobe, causes infections leading to pseudomembranous colitis. Results provide insight into the role of toxins A and B in C. difficile infections.",22225989,GPL570,in situ oligonucleotide,54675,1,20,transformed count,GSE29008,none,data/GEO_v2/datasets/GDS5190.csv,958,agent,3,"{'untreated': 6, 'toxin A': 7, 'toxin B': 7}","{'toxin A': 7, 'toxin B': 7, 'untreated': 6}"
GDS5190,Ileocecal epithelial cell line response to Clostridium difficile toxins A and B: time course,"Analysis of HCT-8 ileocecal cells treated with Clostridium difficile toxin A or B for up to 24 hours. C. difficile, a gram-positive, spore-forming anaerobe, causes infections leading to pseudomembranous colitis. Results provide insight into the role of toxins A and B in C. difficile infections.",22225989,GPL570,in situ oligonucleotide,54675,1,20,transformed count,GSE29008,none,data/GEO_v2/datasets/GDS5190.csv,958,time,3,"{'2 h': 6, '6 h': 8, '24 h': 6}","{'6 h': 8, '2 h': 6, '24 h': 6}"
GDS5191,Egr-1 overexpression effect on skin fibroblasts in vitro: time course,Analysis of cultured skin fibroblasts overexpressing Egr-1 for 24 and 48 hs. Egr-1 is a zinc finger transcription factor whose expression is induced by TGF-ß. Results provide insight into gene targets of Egr-1 and are compared to results of fibroblasts overexpressing TGF-ß (GDS5192).,21931594,GPL6104,oligonucleotide beads,22185,1,8,transformed count,GSE27165,none,data/GEO_v2/datasets/GDS5191.csv,948,protocol,2,"{'control': 4, 'Egr-1 overexpression': 4}","{'control': 4, 'Egr-1 overexpression': 4}"
GDS5191,Egr-1 overexpression effect on skin fibroblasts in vitro: time course,Analysis of cultured skin fibroblasts overexpressing Egr-1 for 24 and 48 hs. Egr-1 is a zinc finger transcription factor whose expression is induced by TGF-ß. Results provide insight into gene targets of Egr-1 and are compared to results of fibroblasts overexpressing TGF-ß (GDS5192).,21931594,GPL6104,oligonucleotide beads,22185,1,8,transformed count,GSE27165,none,data/GEO_v2/datasets/GDS5191.csv,948,time,2,"{'24 h': 4, '48 h': 4}","{'24 h': 4, '48 h': 4}"
GDS5192,TGF-beta overexpression effect on skin fibroblasts in vitro: time course,Analysis of cultured skin fibroblasts overexpressing TGF-ß for 24 and 48 hrs. Results compared to fibroblasts overexpressing Egr-1 (GDS5191). Egr-1 is a zinc finger transcription factor whose expression is induced by TGF-ß. Results examine overlapping Egr-1- and TGF-ß-regulated gene signatures.,21931594,GPL6104,oligonucleotide beads,22185,1,8,transformed count,GSE27165,none,data/GEO_v2/datasets/GDS5192.csv,948,protocol,2,"{'control': 4, 'TGF-beta overexpression': 4}","{'control': 4, 'TGF-beta overexpression': 4}"
GDS5192,TGF-beta overexpression effect on skin fibroblasts in vitro: time course,Analysis of cultured skin fibroblasts overexpressing TGF-ß for 24 and 48 hrs. Results compared to fibroblasts overexpressing Egr-1 (GDS5191). Egr-1 is a zinc finger transcription factor whose expression is induced by TGF-ß. Results examine overlapping Egr-1- and TGF-ß-regulated gene signatures.,21931594,GPL6104,oligonucleotide beads,22185,1,8,transformed count,GSE27165,none,data/GEO_v2/datasets/GDS5192.csv,948,time,2,"{'24 h': 4, '48 h': 4}","{'24 h': 4, '48 h': 4}"
GDS5204,Age effect on normal adult brain: frontal cortical region,"Analysis of postmortem neuropathologically normal brain samples from the frontal cortical regions of young, middle aged, normal aged and extremely aged adults. Results provide insight into molecular mechanisms of aging in frontal cortical regions of the brain.",24670762,GPL570,in situ oligonucleotide,54675,1,41,transformed count,GSE53890,ordered,data/GEO_v2/datasets/GDS5204.csv,958,age,4,"{'young (<40yr)': 12, 'middle aged (40-70yr)': 9, 'normal aged (70-94yr)': 16, 'extremely aged (95-106yr)': 4}","{'normal aged (70-94yr)': 16, 'young (<40yr)': 12, 'middle aged (40-70yr)': 9, 'extremely aged (95-106yr)': 4}"
GDS5204,Age effect on normal adult brain: frontal cortical region,"Analysis of postmortem neuropathologically normal brain samples from the frontal cortical regions of young, middle aged, normal aged and extremely aged adults. Results provide insight into molecular mechanisms of aging in frontal cortical regions of the brain.",24670762,GPL570,in situ oligonucleotide,54675,1,41,transformed count,GSE53890,ordered,data/GEO_v2/datasets/GDS5204.csv,958,gender,2,"{'male': 20, 'female': 21}","{'female': 21, 'male': 20}"
GDS5205,Long-term adult survivors of glioblastoma: primary tumors,"Analysis of primary tumors from glioblastoma patients: long-term survivors with >36 months overall survival (OS), short-term survivors with <12 months OS, and patients with intermediate OS.  Results provide insight into the molecular characterization of long-term survivors of glioblastoma.",24615357,GPL570,in situ oligonucleotide,54675,1,70,transformed count,GSE53733,none,data/GEO_v2/datasets/GDS5205.csv,958,disease state,3,"{'short-term overall survival': 16, 'intermediate overall survival': 31, 'long-term overall survival': 23}","{'intermediate overall survival': 31, 'long-term overall survival': 23, 'short-term overall survival': 16}"
GDS5206,Silica nanoparticle effect on lung adenocarcinoma epithelial A549 cells,"Analysis of A549 cells treated with SiO2 NPs (diameters of 9nm and 18nm) and examined after 3hr and 22hr recovery times. Coated nanomaterials (e.g., SiO2 NPs) agglomerate less and are, thus, more easily inhalable. Results provide molecular insight into molecular basis of nanotoxicological effects.",25170680,GPL6480,in situ oligonucleotide,41108,1,18,count,GSE53700,none,data/GEO_v2/datasets/GDS5206.csv,939,agent,4,"{'AS30 18nm nanoparticle': 6, 'untreated control for AS30': 6, 'SM30 9nm nanoparticle': 3, 'untreated control for SM30': 3}","{'AS30 18nm nanoparticle': 6, 'untreated control for AS30': 6, 'SM30 9nm nanoparticle': 3, 'untreated control for SM30': 3}"
GDS5206,Silica nanoparticle effect on lung adenocarcinoma epithelial A549 cells,"Analysis of A549 cells treated with SiO2 NPs (diameters of 9nm and 18nm) and examined after 3hr and 22hr recovery times. Coated nanomaterials (e.g., SiO2 NPs) agglomerate less and are, thus, more easily inhalable. Results provide molecular insight into molecular basis of nanotoxicological effects.",25170680,GPL6480,in situ oligonucleotide,41108,1,18,count,GSE53700,none,data/GEO_v2/datasets/GDS5206.csv,939,time,2,"{'3 hour short recovery': 12, '22 hour long recovery': 6}","{'3 hour short recovery': 12, '22 hour long recovery': 6}"
GDS5208,Dexamethasone effect on epidermal keratinocytes in vitro: time course,Analysis of cultured epidermal keratinocytes treated with the synthetic glucocorticoid (GC) dexamethasone for up to 72 hours. GCs are used as therapeutic agents for skin conditions. Results provide insight into the molecular response of the epidermis to GCs.,17095510,GPL8300,in situ oligonucleotide,12625,1,20,transformed count,GSE26487,none,data/GEO_v2/datasets/GDS5208.csv,827,agent,2,"{'control': 10, 'dexamethasone': 10}","{'control': 10, 'dexamethasone': 10}"
GDS5208,Dexamethasone effect on epidermal keratinocytes in vitro: time course,Analysis of cultured epidermal keratinocytes treated with the synthetic glucocorticoid (GC) dexamethasone for up to 72 hours. GCs are used as therapeutic agents for skin conditions. Results provide insight into the molecular response of the epidermis to GCs.,17095510,GPL8300,in situ oligonucleotide,12625,1,20,transformed count,GSE26487,none,data/GEO_v2/datasets/GDS5208.csv,827,time,5,"{'1 h': 4, '4 h': 4, '24 h': 4, '48 h': 4, '72 h': 4}","{'1 h': 4, '4 h': 4, '24 h': 4, '48 h': 4, '72 h': 4}"
GDS5210,CSN5 depletion effect on hepatocellular carcinoma cell lines,"Analysis of Huh7 and HepG2 hepatocellular carcinoma (HCC) cells depleted for CSN5, the fifth subunit of the COP9 signalosome. CSN5 expression is elevated in early HCC. Result provide insight into the role of CSN5 in the pathogenesis of HCC.",21499307,GPL6883,oligonucleotide beads,24526,1,16,count,GSE26485,none,data/GEO_v2/datasets/GDS5210.csv,843,cell line,2,"{'HepG2': 8, 'Huh7': 8}","{'HepG2': 8, 'Huh7': 8}"
GDS5210,CSN5 depletion effect on hepatocellular carcinoma cell lines,"Analysis of Huh7 and HepG2 hepatocellular carcinoma (HCC) cells depleted for CSN5, the fifth subunit of the COP9 signalosome. CSN5 expression is elevated in early HCC. Result provide insight into the role of CSN5 in the pathogenesis of HCC.",21499307,GPL6883,oligonucleotide beads,24526,1,16,count,GSE26485,none,data/GEO_v2/datasets/GDS5210.csv,843,protocol,2,"{'control': 8, 'CSN5 depletion': 8}","{'control': 8, 'CSN5 depletion': 8}"
GDS5211,Turner syndrome: second trimester amniotic fluid,Analysis of second trimester amniotic fluid from Turner syndrome and euploid female fetuses. Turner syndrome is a sex chromosome aneuploidy generally due to monosomy X. Results provide insight into molecular mechanisms underlying Turner syndrome pathogenesis.,24850140,GPL570,in situ oligonucleotide,54675,1,10,transformed count,GSE58435,none,data/GEO_v2/datasets/GDS5211.csv,958,disease state,2,"{'Turner syndrome': 5, 'normal euploid': 5}","{'Turner syndrome': 5, 'normal euploid': 5}"
GDS5211,Turner syndrome: second trimester amniotic fluid,Analysis of second trimester amniotic fluid from Turner syndrome and euploid female fetuses. Turner syndrome is a sex chromosome aneuploidy generally due to monosomy X. Results provide insight into molecular mechanisms underlying Turner syndrome pathogenesis.,24850140,GPL570,in situ oligonucleotide,54675,1,10,transformed count,GSE58435,none,data/GEO_v2/datasets/GDS5211.csv,958,genotype/variation,2,"{'karyotype: 45,X': 5, 'karyotype: 46,XX': 5}","{'karyotype: 45,X': 5, 'karyotype: 46,XX': 5}"
GDS5213,Transcription factor c-MYC intron binding protein 1 overexpression effect on embryonic kidney cells,Analysis of embryonic kidney HEK293 cells overexpressing transcription factor c-MYC intron binding protein 1 (MIBP1). Results identify targets of MIBP1.,22294689,GPL6244,in situ oligonucleotide,33297,1,6,count,GSE26420,none,data/GEO_v2/datasets/GDS5213.csv,959,protocol,2,"{'control': 3, 'MIBP1 overexpression': 3}","{'control': 3, 'MIBP1 overexpression': 3}"
GDS5216,Age effect on the skeletal muscle,Analysis of vastus lateralis muscle biopsy samples from young (about 25 years old) and old (about 78 years old) adults. Subjects had not taken part in formal exercise. Results provide insight into the effect of age on basal gene expression in the skeletal muscle.,22302958,GPL570,in situ oligonucleotide,54675,1,36,count,GSE25941,none,data/GEO_v2/datasets/GDS5216.csv,958,age,2,"{'young': 15, 'old': 21}","{'old': 21, 'young': 15}"
GDS5216,Age effect on the skeletal muscle,Analysis of vastus lateralis muscle biopsy samples from young (about 25 years old) and old (about 78 years old) adults. Subjects had not taken part in formal exercise. Results provide insight into the effect of age on basal gene expression in the skeletal muscle.,22302958,GPL570,in situ oligonucleotide,54675,1,36,count,GSE25941,none,data/GEO_v2/datasets/GDS5216.csv,958,gender,2,"{'female': 19, 'male': 17}","{'female': 19, 'male': 17}"
GDS5217,Resistance exercise effect on MHC I and MHC IIa muscle fibers of young and old women,Analysis of slow-twitch MHC I and fast-twitch MHC IIa muscle fibers from young and old women before and after 12 weeks of progressive resistance training. Fibers obtained from vastus lateralis. Results provide insight into the molecular adaptation of young and old MHC I and IIa fibers to exercise.,22302958,GPL570,in situ oligonucleotide,54675,1,70,count,GSE28392,none,data/GEO_v2/datasets/GDS5217.csv,958,age,2,"{'young': 41, 'old': 29}","{'young': 41, 'old': 29}"
GDS5217,Resistance exercise effect on MHC I and MHC IIa muscle fibers of young and old women,Analysis of slow-twitch MHC I and fast-twitch MHC IIa muscle fibers from young and old women before and after 12 weeks of progressive resistance training. Fibers obtained from vastus lateralis. Results provide insight into the molecular adaptation of young and old MHC I and IIa fibers to exercise.,22302958,GPL570,in situ oligonucleotide,54675,1,70,count,GSE28392,none,data/GEO_v2/datasets/GDS5217.csv,958,time,4,"{'basal': 15, '4 h after 1st session': 15, 'prior to last session': 19, '4 h after last session': 21}","{'4 h after last session': 21, 'prior to last session': 19, 'basal': 15, '4 h after 1st session': 15}"
GDS5217,Resistance exercise effect on MHC I and MHC IIa muscle fibers of young and old women,Analysis of slow-twitch MHC I and fast-twitch MHC IIa muscle fibers from young and old women before and after 12 weeks of progressive resistance training. Fibers obtained from vastus lateralis. Results provide insight into the molecular adaptation of young and old MHC I and IIa fibers to exercise.,22302958,GPL570,in situ oligonucleotide,54675,1,70,count,GSE28392,none,data/GEO_v2/datasets/GDS5217.csv,958,tissue,2,"{'slow twitch MHC I': 37, 'fast twitch MHC IIa': 33}","{'slow twitch MHC I': 37, 'fast twitch MHC IIa': 33}"
GDS5217,Resistance exercise effect on MHC I and MHC IIa muscle fibers of young and old women,Analysis of slow-twitch MHC I and fast-twitch MHC IIa muscle fibers from young and old women before and after 12 weeks of progressive resistance training. Fibers obtained from vastus lateralis. Results provide insight into the molecular adaptation of young and old MHC I and IIa fibers to exercise.,22302958,GPL570,in situ oligonucleotide,54675,1,70,count,GSE28392,none,data/GEO_v2/datasets/GDS5217.csv,958,individual,14,"{'subject 8': 3, 'subject 7': 4, 'subject 6': 6, 'subject 5': 2, 'subject 4': 4, 'subject 3': 7, 'subject 2': 8, 'subject 1': 7, 'subject 9': 4, 'subject 14': 2, 'subject 13': 7, 'subject 12': 3, 'subject 11': 8, 'subject 10': 5}","{'subject 2': 8, 'subject 11': 8, 'subject 3': 7, 'subject 1': 7, 'subject 13': 7, 'subject 6': 6, 'subject 10': 5, 'subject 4': 4, 'subject 7': 4, 'subject 9': 4, 'subject 8': 3, 'subject 12': 3, 'subject 5': 2, 'subject 14': 2}"
GDS5218,Resistance exercise effect on skeletal muscles of young and old adults,Analysis of vastus lateralis muscle biopsy samples from young (about 24 years old) and old (about 84 years old) adults before and after 12 weeks of progressive resistance training. Results provide insight into the molecular adaptation of the young and old skeletal muscle to resistance training.,22302958,GPL570,in situ oligonucleotide,54675,1,110,count,GSE28422,none,data/GEO_v2/datasets/GDS5218.csv,958,age,2,"{'young': 62, 'old': 48}","{'young': 62, 'old': 48}"
GDS5218,Resistance exercise effect on skeletal muscles of young and old adults,Analysis of vastus lateralis muscle biopsy samples from young (about 24 years old) and old (about 84 years old) adults before and after 12 weeks of progressive resistance training. Results provide insight into the molecular adaptation of the young and old skeletal muscle to resistance training.,22302958,GPL570,in situ oligonucleotide,54675,1,110,count,GSE28422,none,data/GEO_v2/datasets/GDS5218.csv,958,time,4,"{'baseline': 27, '4 h after 1st session': 28, 'prior to last session': 27, '4 h after final session': 28}","{'4 h after 1st session': 28, '4 h after final session': 28, 'baseline': 27, 'prior to last session': 27}"
GDS5218,Resistance exercise effect on skeletal muscles of young and old adults,Analysis of vastus lateralis muscle biopsy samples from young (about 24 years old) and old (about 84 years old) adults before and after 12 weeks of progressive resistance training. Results provide insight into the molecular adaptation of the young and old skeletal muscle to resistance training.,22302958,GPL570,in situ oligonucleotide,54675,1,110,count,GSE28422,none,data/GEO_v2/datasets/GDS5218.csv,958,gender,2,"{'male': 56, 'female': 54}","{'male': 56, 'female': 54}"
GDS5219,Histone methyltransferase MMSET overexpression effect on KMS11 multiple myeloma cell line,Analysis of KMS11 t(4;14) MM parental cell line with a normal overexpressed multiple myeloma SET domain containing protein (MMSET) and cell lines knocked out for MMSET on the translocated allele (TKO) or on the non-translocated allele (NTKO). Results provide insight into role of MMSET in t(4;14) MM.,25188243,GPL6884,oligonucleotide beads,48803,1,12,count,GSE57863,none,data/GEO_v2/datasets/GDS5219.csv,867,genotype/variation,4,"{'wild type': 3, 'wild type MMSET allele inactivated': 3, 'overexpressed MMSET allele inactivated (clone 1)': 3, 'overexpressed MMSET allele inactivated (clone 2)': 3}","{'wild type': 3, 'wild type MMSET allele inactivated': 3, 'overexpressed MMSET allele inactivated (clone 1)': 3, 'overexpressed MMSET allele inactivated (clone 2)': 3}"
GDS5221,U2OS osteosarcoma cell line response to strigolactone analogs ST362 and MEB55: 6 hours,Analysis of U2OS cells treated with strigolactone (SL) analog ST362 or MEB55 for 6hr. SL is a plant hormone. SL analogs potently inhibit growth of breast cancer cells. Results provide insight into molecular mechanisms underlying the anti-tumorigenic effects of SL analogs towards cancer cells.,24742967,GPL10558,oligonucleotide beads,48107,1,6,count,GSE54820,none,data/GEO_v2/datasets/GDS5221.csv,965,agent,3,"{'control': 2, 'strigolactone analog ST362': 2, 'strigolactone analog MEB55': 2}","{'control': 2, 'strigolactone analog ST362': 2, 'strigolactone analog MEB55': 2}"
